id,name,content,creat_date
589,Octacosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
    -[:330]% 26
     -[:30]% 27
    -[:330]% 28
}",2018-10-18 13:46:04
588,Heptacosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
    -[:330]% 26
     -[:30]% 27
}",2018-10-18 13:45:51
587,Hexacosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
    -[:330]% 26
}",2018-10-18 13:45:42
586,Pentacosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
}",2018-10-18 13:45:32
585,Tricosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
}",2018-10-18 13:45:19
584,Docosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
}",2018-10-18 13:45:11
583,Hentriacontane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
    -[:330]% 26
     -[:30]% 27
    -[:330]% 28
     -[:30]% 29
    -[:330]% 30
     -[:30]% 31
}",2018-10-18 13:44:38
582,Nonacosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
     -[:30]% 25
    -[:330]% 26
     -[:30]% 27
    -[:330]% 28
     -[:30]% 29
}",2018-10-18 13:44:24
581,Tetracosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
    -[:330]% 22
     -[:30]% 23
    -[:330]% 24
}",2018-10-18 13:44:12
580,Heneicosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
     -[:30]% 21
}",2018-10-18 13:44:02
579,Icosane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
    -[:330]% 20
}",2018-10-18 13:43:42
578,Nonadecane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
     -[:30]% 19
}",2018-10-18 13:43:28
577,Octadecane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
    -[:330]% 16
     -[:30]% 17
    -[:330]% 18
}",2018-10-18 13:43:21
576,Heptadecane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
    -[:330]% 9
     -[:30]% 10
    -[:330]% 11
     -[:30]% 12
    -[:330]% 13
     -[:30]% 14
    -[:330]% 15
     -[:30]% 16
    -[:330]% 17
}",2018-10-18 13:43:12
575,Cetane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
    -[:330]% 9
     -[:30]% 10
    -[:330]% 11
     -[:30]% 12
    -[:330]% 13
     -[:30]% 14
    -[:330]% 15
     -[:30]% 16
}",2018-10-18 13:43:03
574,Pentadecane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
     -[:30]% 15
}",2018-10-18 13:42:50
573,Tetradecane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
    -[:330]% 12
     -[:30]% 13
    -[:330]% 14
}",2018-10-18 13:42:40
572,Tridecane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
    -[:330]% 9
     -[:30]% 10
    -[:330]% 11
     -[:30]% 12
    -[:330]% 13
}",2018-10-18 13:42:28
571,Dodecane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
    -[:330]% 9
     -[:30]% 10
    -[:330]% 11
     -[:30]% 12
}",2018-10-18 13:41:56
570,Undécane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
     -[:30]% 11
}",2018-10-18 13:41:33
569,Decane,"\chemfig{
           % 1
    -[:330]% 2
     -[:30]% 3
    -[:330]% 4
     -[:30]% 5
    -[:330]% 6
     -[:30]% 7
    -[:330]% 8
     -[:30]% 9
    -[:330]% 10
}",2018-10-18 13:40:02
568,Nonane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
    -[:330]% 9
}",2018-10-18 13:39:39
567,Octane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
    -[:330]% 5
     -[:30]% 6
    -[:330]% 7
     -[:30]% 8
}",2018-10-18 13:39:18
566,Butane,"\chemfig{
           % 1
     -[:30]% 2
    -[:330]% 3
     -[:30]% 4
}",2018-10-18 13:38:37
565,Acrylic acid,"\chemfig{
              % 1
       =[:330]% 2
        -[:30]% 3
                 (
           =[:330]O% 4
                 )
    -[:90,,,1]OH% 5
}",2018-10-18 13:21:43
564,Acrylonitrile,"\chemfig{
           % 1
    =[:300]% 2
          -% 3
          ~N% 4
}",2018-10-18 13:21:36
563,Adenine,"\chemfig{
              NH_2% 10
    -[:120,,1]% 6
       -[:180]% 4
      =_[:120]% 3
                 (
           -[:192]N% 2
          =^[:264]% 1
           -[:336]\mcfbelow{N}{H}% 5
            -[:48]% -> 4
                 )
        -[:60]N% 9
            =_% 8
       -[:300]N% 7
                 (
          =_[:240]% -> 6
                 )
}",2018-10-18 13:21:05
562,Adenosine,"\chemfig{
               H_2N% 7
      -[:30,,2]% 5
        -[:330]% 4
        =_[:30]% 3
                  (
             -[:90]N% 2
           =^[:150]% 1
            -[:210]N% 6
           =^[:270]% -> 5
                  )
        -[:318]N% 10
                  (
            -[:246]% 9
           =_[:174]N% 8
            -[:102]% -> 4
                  )
         >[:12]% 11
         -[:66]% 12
                  (
       <:[:120,,,2]HO% 19
                  )
        -[:354]% 13
                  (
        <:[:48,,,1]OH% 18
                  )
        -[:282]% 14
                  (
            -[:210]O% 15
            -[:138]% -> 11
                  )
        <[:336]% 16
    -[:276,,,1]OH% 17
}",2018-10-18 13:20:54
561,Adipic acid,"\chemfig{
              O% 5
        =[:30]% 4
                 (
        -[:90,,,1]OH% 6
                 )
       -[:330]% 3
        -[:30]% 2
       -[:330]% 1
        -[:30]% 7
       -[:330]% 8
                 (
           =[:270]O% 9
                 )
    -[:30,,,1]OH% 10
}",2018-10-18 13:20:47
560,Adrenaline,"\chemfig{
            % 1
      -[:30]\mcfabove{N}{H}% 2
     -[:330]% 3
      -[:30]% 4
               (
     <:[:90,,,1]OH% 13
               )
     -[:330]% 5
     =_[:30]% 6
     -[:330]% 7
               (
      -[:30,,,1]OH% 12
               )
    =_[:270]% 8
               (
     -[:330,,,1]OH% 11
               )
     -[:210]% 9
    =_[:150]% 10
               (
          -[:90]% -> 5
               )
}",2018-10-18 13:20:39
559,Adrucil,"\chemfig{
            O% 4
     =[:120]% 3
      -[:60]% 2
               (
               -F% 9
               )
    =^[:120]% 1
     -[:180]\mcfabove{N}{H}% 8
     -[:240]% 6
               (
         =[:180]O% 7
               )
     -[:300]\mcfbelow{N}{H}% 5
               (
               -% -> 3
               )
}",2018-10-18 13:20:34
558,Advil,"\chemfig{
            % 1
     -[:270]% 2
               (
         -[:210]% 3
               )
     -[:330]% 4
      -[:30]% 5
    =^[:330]% 6
      -[:30]% 7
     =^[:90]% 8
               (
         -[:150]% 9
        =^[:210]% 10
         -[:270]% -> 5
               )
      -[:30]% 11
               (
          -[:90]% 12
               )
     -[:330]% 13
               (
      -[:30,,,1]OH% 15
               )
     =[:270]O% 14
}",2018-10-18 13:20:21
557,Alanine,"\chemfig{
           % 1
    >:[:60]% 2
              (
    -[:120,,,2]H_2N% 6
              )
          -% 3
              (
     -[:60,,,1]OH% 5
              )
    =[:300]O% 4
}",2018-10-18 13:20:07
556,L-Alanine,"\chemfig{
           % 1
    >:[:60]% 2
              (
    -[:120,,,2]H_2N% 6
              )
          -% 3
              (
     -[:60,,,1]OH% 5
              )
    =[:300]O% 4
}",2018-10-18 13:19:59
555,Aldrin,"\chemfig{
            Cl% 13
     -[:158]% 12
               (
          -[:22]Cl% 14
               )
     -[:126]% 11
               (
          <[:90]Cl% 15
               )
     -[:342]% 10
               (
          -[:36]Cl% 16
               )
    =_[:270]% 9
               (
         -[:324]Cl% 17
               )
     -[:198]% 8
               (
          -[:54]% -> 12
               )
               (
         <[:270]Cl% 18
               )
     -[:162]% 7
     <:[:90]% 6
               (
          -[:18]% -> 11
               )
    <:[:162]% 5
     <[:198]% 4
    =^[:270]% 3
     -[:342]% 2
               (
          -[:18]% -> 7
               )
    <:[:126]% 1
               (
          -[:54]% -> 5
               )
}",2018-10-18 13:19:50
554,Allene,"\chemfig{
     % 1
    =% 2
    =% 3
}",2018-10-18 13:19:41
553,α-Tocopherol,"\chemfig{
            % 1
     -[:240]% 2
    =_[:300]% 3
               (
         -[,,,1]OH% 31
               )
     -[:240]% 4
               (
         -[:300]% 30
               )
    =_[:180]% 5
     -[:240]% 6
     -[:180]% 7
     -[:120]% 8
               (
          -[:60]O% 9
               -% 10
                   (
             =_[:60]% 11
                       (
                 -[:120]% 12
                       )
                   -% -> 2
                   )
         -[:300]% -> 5
               )
               (
        <:[:140]% 13
               )
     -[:220]% 14
     -[:160]% 15
     -[:220]% 16
     -[:160]% 17
               (
         <[:100]% 18
               )
     -[:220]% 19
     -[:160]% 20
     -[:220]% 21
     -[:160]% 22
               (
         <[:100]% 23
               )
     -[:220]% 24
     -[:160]% 25
     -[:220]% 26
     -[:160]% 27
               (
         -[:100]% 28
               )
     -[:220]% 29
}",2018-10-18 13:19:35
552,Aluminum bromide,"\chemfig{
          Br% 2
    -[:90]Al% 1
             (
       -[:150]Br% 3
             )
    -[:30]Br% 4
}",2018-10-18 13:19:19
551,Aluminum fluoride,"\chemfig{
          F% 1
    -[:90]Al% 2
             (
       -[:150]F% 3
             )
    -[:30]F% 4
}",2018-10-18 13:19:09
550,Aluminum monoxide,"\chemfig{
     O% 1
    =\lewis{0.,Al}% 2
}",2018-10-18 13:19:00
549,Amidox,"\chemfig{
               O% 4
        =[:180]% 3
        -[:120]% 2
       =^[:180]% 1
        -[:240]% 7
                  (
            =[:180]% 8
                      (
                -[:120]\mcfabove{N}{H}% 10
            -[:180,,,2]HO% 11
                      )
        -[:240,,,2]H_2N% 9
                  )
        -[:300]% 6
             =^% 5
                  (
             -[:60]% -> 3
                  )
    -[:300,,,1]OH% 12
}",2018-10-18 13:18:51
548,α-Aminobutyric acid,"\chemfig{
           % 1
          -% 2
    -[:300]% 3
              (
    -[:240,,,2]H_2N% 7
              )
          -% 4
              (
    -[:300,,,1]OH% 6
              )
     =[:60]O% 5
}",2018-10-18 13:18:38
547,DL-3-Aminoisobutyric acid monohydrate,"\chemfig{
                       % 1
                 -[:60]% 2
                          (
                    -[:120]% 3
                -[:180,,,2]H_2N% 4
                          )
                      -% 5
                          (
                     =[:60]O% 6
                          )
            -[:300,,,1]OH% 7
    -[,2,1,2,draw=none]H_2O% 8
}",2018-10-18 13:18:24
546,Ammonium ion,"\chemfig{
    NH_4^{\mcfplus}% 1
}",2018-10-18 13:17:58
545,Amoxone,"\chemfig{
              Cl% 7
       -[:330]% 6
      =^[:270]% 5
       -[:330]% 4
                 (
           -[:270]Cl% 8
                 )
       =^[:30]% 3
                 (
            -[:90]% 2
          =^[:150]% 1
           -[:210]% -> 6
                 )
       -[:330]O% 9
        -[:30]% 10
       -[:330]% 11
                 (
           =[:270]O% 12
                 )
    -[:30,,,1]OH% 13
}",2018-10-18 13:17:50
544,Anatase,"\chemfig{
     O% 1
    =Ti% 2
    =O% 3
}",2018-10-18 13:17:32
543,Androsterone,"\chemfig{
            % 1
      >[:60]% 2
     -[:300]% 3
           -% 4
      -[:60]% 5
               (
        <:[,,,1]OH% 21
               )
     -[:120]% 6
     >[:180]% 7
               (
         -[:240]% -> 2
               )
     -[:120]% 8
     -[:180]% 9
    >:[:240]% 10
     -[:300]% 11
               (
               -% -> 2
               )
     <[:240]% 12
     -[:180]% 13
     -[:120]% 14
               (
         <[:234]% 20
               )
      -[:60]% 15
               (
               -% -> 10
               )
     <[:132]% 16
     -[:204]% 17
     -[:276]% 18
               (
         -[:348]% -> 14
               )
     =[:222]O% 19
}",2018-10-18 13:17:23
542,Anhydrite,"\chemfig{
                               ^{\mcfminus}O% 1
                      -[:60,,2]S% 2
                                  (
                            =[:330]O% 3
                                  )
                                  (
                            =[:150]O% 4
                                  )
                         -[:60]\mcfright{O}{^{\mcfminus}}% 5
    -[:323.8,2.932,,,draw=none]\mcfright{Ca}{^{2\mcfplus}}% 6
}",2018-10-18 13:17:15
541,Anhydroscymnol,"\chemfig{
            % 1
    >:[:102]% 2
               (
         -[:162]% 3
         -[:222]% 4
         >[:162]% 5
         -[:117]% 6
                   (
              -[:72]% 9
         -[:132,,,2]HO% 10
                   )
         -[:207]% 7
         -[:297]O% 8
          -[:27]% -> 5
               )
      -[:42]% 11
      <[:96]% 12
      -[:24]% 13
     >[:312]% 14
     -[:240]% 15
               (
         -[:168]% -> 11
               )
               (
         <[:234]% 32
               )
     -[:300]% 16
               (
    <:[:240,,,2]HO% 31
               )
           -% 17
      >[:60]% 18
    >:[:120]% 19
               (
         -[:180]% -> 14
               )
      -[:60]% 20
               (
    <:[:120,,,2]HO% 30
               )
           -% 21
    >:[:300]% 22
     -[:240]% 23
               (
         -[:180]% -> 18
               )
               (
         <[:240]% 29
               )
     -[:300]% 24
           -% 25
      -[:60]% 26
               (
        <:[,,,1]OH% 28
               )
     -[:120]% 27
               (
         -[:180]% -> 22
               )
}",2018-10-18 13:16:58
540,Aniline,"\chemfig{
              NH_2% 7
    -[:180,,1]% 4
      =_[:240]% 3
       -[:180]% 2
      =_[:120]% 1
        -[:60]% 6
            =_% 5
                 (
           -[:300]% -> 4
                 )
}",2018-10-18 13:16:50
539,Annulin A,"\chemfig{
            % 1
     -[:330]% 2
      -[:30]% 3
     =_[:90]% 4
               (
         -[:150]% 26
               )
      -[:30]% 5
    =_[:330]% 6
     -[:270]% 7
               (
        =_[:210]% 8
                   (
         -[:270,,,1]OH% 9
                   )
         -[:150]% -> 3
               )
     -[:330]% 10
               (
         =[:270]O% 11
               )
      -[:30]% 12
     =^[:90]% 13
               (
         -[:150]% 14
                   (
              =[:90]O% 15
                   )
         -[:210]% -> 6
               )
      -[:18]% 16
               (
          -[:30]% 24
               )
               (
         -[:114]% 25
               )
     -[:306]O% 17
     -[:234]% 18
               (
         -[:162]% -> 12
               )
               (
     -[:246,,,2]HO% 23
               )
     -[:330]% 19
               (
          =[:30]O% 20
               )
     -[:270]O% 21
     -[:330]% 22
}",2018-10-18 13:16:45
